GeneID	P2_LV_HFPEF	P9_LV_HFPEF	P11_LV_HFPEF	P15_LV_HFPEF	P1_LV_HFPEF	P3_LV_Normal	P4_LV_Normal	P5_LV_Normal	P6_LV_Normal	P7_LV_Normal	P8_LV_Normal	P10_LV_Normal	P12_LV_Normal	P13_LV_Normal	P14_LV_Normal	P16_LV_Normal
ENSG00000002587	19.6657610003494	23.5332729126713	29.8195382927386	16.3561814951511	28.3172227128233	49.3005037936736	11.6827613528695	31.6471476731462	26.1719561481006	19.1000226610401	49.6052719011378	44.4865862945169	41.604000076812	15.7136799680033	11.141747286806	17.8165727061184
ENSG00000002822	111.949930114203	64.8934438530111	98.7138915452686	121.093644783906	81.227893856274	168.825826774345	151.196031136282	202.648174891514	169.415792575719	167.816654335514	199.557374721498	138.648013409131	200.171859040687	118.344133043483	109.079822040064	133.08645178836
ENSG00000002834	595.355278275513	614.976162117547	767.398261126914	607.62461984564	644.422040663492	827.324898049913	666.346960408103	745.180779524583	725.023652975867	594.944875528531	689.74369924546	759.966846783954	754.454766936255	597.910804524854	749.485841432746	576.687610062463
ENSG00000002919	274.679131022625	347.624755996287	292.84656397553	313.391324733348	308.976236570096	408.930423405869	342.321191123977	175.543151326879	264.43195690526	310.757253303136	286.661745971148	355.970128267513	312.1721592956	310.651968490191	268.304489600332	270.644750348727
ENSG00000002933	278.663356513935	146.041578961764	445.484300282956	153.253882787507	475.474984744301	123.381917118829	170.062392735758	608.722689501099	164.403757317062	309.36796635952	322.775197787878	356.905713035653	191.378796243826	218.211460576264	239.467125550245	171.444676516601
ENSG00000003056	1298.94556786195	1609.9594018439	1128.02920730473	1496.483123202	1247.91698810066	1561.6122491156	1392.67853989448	922.659120498061	1072.40383048092	1344.78989201497	1337.98436183806	1306.98852118937	1051.68431375395	1233.74695798356	1195.13932386672	1384.63011000318
ENSG00000003096	526.965047690815	491.827355053224	278.886361210572	435.312595519672	517.963202052258	246.447904504698	354.968789183934	256.41278760918	244.969799084232	362.921991267837	391.493406486552	335.876975167183	272.771430790314	331.637926532639	513.298777720952	328.665521126027
ENSG00000003137	33.0445277622452	29.4870994457216	35.5883789335493	52.6655485277459	51.7983513299568	33.465902045477	17.9789939124995	38.3844664156398	115.056039862772	9.95759154708926	47.4763789947635	16.8275591506863	62.979462472431	47.9862624035568	53.3868009066384	49.1117830080488
ENSG00000003147	1140.46884073877	685.445088756324	907.976590561016	918.305770910844	949.617044769445	998.219321105874	966.476227101398	921.031037469487	512.1481068553	900.925340199532	998.069227359141	1214.63286608408	1083.7085184893	900.017521802167	959.304689112118	950.613282310355
ENSG00000003249	66.3550447679778	61.0122030965108	51.6899957985758	74.6572181432125	37.0738728494891	65.3589817857559	115.630297477013	113.675090765316	166.334607307471	79.4310945835472	92.7395492330199	60.6431363321517	108.250871629036	90.9813147445638	88.630861774928	52.8854822818015
ENSG00000003393	1486.24544692956	1837.4747200367	1223.31548385856	1689.44477624581	1468.83244119689	1687.93649303834	1539.76893123172	1168.78182674717	1432.14841461938	1532.33517083109	1449.20553501168	1507.14640652869	1217.14065687535	1670.11433914014	1421.30642373735	1692.91322568632
ENSG00000003400	173.663238457454	188.296326841237	203.345572027275	152.097796475055	193.041815847285	263.319787849538	159.14117457993	141.865065401225	204.383109609969	160.636853493085	170.493832316998	248.773699411426	286.896235482679	181.311345551596	172.69236561014	155.235517281885
ENSG00000003402	4510.98277331845	4230.77686468536	4865.3383830245	4574.67922690449	4151.02536943684	3954.10221279562	4311.37799842509	5306.75036409313	5879.12857859093	4726.6600795519	4186.34372122897	3847.63650627194	4367.86791317256	4425.48777571479	4372.09258361634	5387.00043617972
ENSG00000003436	547.529771130452	402.308448822267	541.487920198373	476.747039262081	538.43069741272	408.058230533351	338.175601129081	666.584742011557	395.405439897405	438.543132144829	383.571559819922	427.269613656306	465.039087915077	414.120371704937	560.094261639601	458.574768726325
ENSG00000003509	951.504579867294	929.077421713854	817.838158082447	972.96849626722	836.860182767596	763.520532087985	772.008368463637	660.850089225737	771.016315282084	807.676211862616	747.868795830335	811.671687466614	820.320294686251	753.483083079755	731.433786088454	861.03757643033
ENSG00000003756	697.915264139325	611.057100607643	927.095550895154	633.281247706906	720.173051359399	733.453883218385	738.632499096564	649.380845607772	1029.83687877856	725.821702800581	696.134943593569	816.549481555041	929.357323365225	749.137513836342	681.030443168515	751.538158051912
ENSG00000003989	794.611308293465	635.95998825275	917.214858331139	654.408583513875	779.930040294319	691.78348482488	649.814969690485	691.10337800996	882.234239889127	793.228733180324	961.665508775942	719.543470814328	495.109500159616	706.931007470253	847.410814125187	856.726238988819
ENSG00000004059	759.93182830112	641.853728641006	699.876341835187	673.369712193317	622.607918346111	985.448462358551	884.438166388393	850.518062871298	711.258464248619	842.974908196005	930.192150684254	934.588574282025	912.332646691744	721.949767383331	655.921502878292	884.626578349463
ENSG00000004139	36.1013983169654	39.4942105425167	60.5795249995192	34.7305477303847	39.5221411635703	62.3071072195445	31.6130123204121	53.2138509898525	48.762573714821	45.4009715764696	45.6754148656333	47.2815014988207	24.5846172881134	40.5644507693316	52.9341849198891	37.3036332886753
ENSG00000004142	4216.05625363451	4493.18099323711	3603.92152380682	4693.58762247619	4360.52620242396	4503.27591874105	5004.05618087055	4696.84764179867	3549.89859337916	4491.09662975957	4135.6241091568	4956.54758398334	4740.86687086914	4209.6517112671	3825.43988929842	4892.69372748348
ENSG00000004399	863.532578600413	668.093320827543	1041.58824214198	626.120546042664	826.008443229036	1579.91181374112	1037.92172275998	1114.81839478561	1765.63517621006	1183.79991901759	1489.33678503413	1202.27597919818	1287.6200291325	1174.87512687336	1099.85008674104	929.853960706142
ENSG00000004455	1355.13353144981	1314.08638627221	1516.48295546825	1221.97448624954	1132.52149656858	1440.02805276351	1390.58060372355	1379.95399717307	1363.07751435061	1100.54939464843	1260.52658313284	1553.66389056992	1557.36823609208	1313.17268553082	1240.53797879068	1381.75192926073
ENSG00000004468	158.953964790927	102.295740520474	118.693771432854	109.407944637845	131.846550892035	88.0701464027848	101.167229262342	171.007776575902	96.4443708428308	130.673797251165	171.364653950944	62.9348794418912	169.565772007191	177.376687692003	101.634537392867	88.4287647723634
ENSG00000004478	973.865842406448	1155.85135357687	794.513024129595	1185.37177973177	1051.21850209411	1135.67901662383	1262.41980438122	744.542113585006	770.368717086496	1029.48326234821	840.623145511433	1071.09566877169	1050.84731241257	1050.51860877647	982.065166269191	1118.96124131987
ENSG00000004487	1006.62671167225	896.442065165284	1039.37623368842	1089.03501548159	896.114437544311	963.91824482632	1186.53815719466	1001.00649291659	981.729276216613	1021.71575162288	961.137335926375	1081.6103395818	1017.45155112691	1107.30782597569	880.708914687561	1004.53091915422
ENSG00000004534	959.40830483731	791.886565339182	1230.52756877201	1000.7003270623	1147.56960811863	860.06738591073	979.171019928306	929.660453978286	1573.151384974	871.951259207405	871.899343433611	1274.88449337546	1162.05506128723	1110.57768664491	778.605495057182	1300.04962259379
ENSG00000004660	90.9811836700679	65.7009112699862	95.4661063381117	82.1839318210417	67.7757333216442	139.634120956151	88.0949321280247	82.0045839483449	113.746664917694	67.580442817512	139.210878314754	158.555715023003	70.0138925340573	96.4609571467084	131.3149754757	72.6870042913473
ENSG00000004700	706.416752808991	805.148051262085	560.102694700632	1005.98361370556	762.356188464687	786.642317627881	655.116367425836	546.849710057907	553.367882276995	723.798400753207	566.165713408144	682.961264821789	567.277028007646	576.079288406388	702.099252067918	982.690203300303
ENSG00000004766	756.374189297411	684.22042411062	619.846469904125	818.92842498032	727.209138986166	614.927547620412	591.836773477145	377.402495395177	515.838521197232	698.632956834281	581.98795491137	623.525925632205	482.229491635079	714.488461135121	553.814516603381	648.819140258544
ENSG00000004776	1073.05217706067	1104.90826859128	531.597883405997	617.162543863728	865.021066149417	1081.91546212879	1660.30474431787	885.730175665872	290.055437120579	953.512973261545	1015.32181591027	1396.20334907295	1704.85336182084	473.74659070387	1522.53473372483	670.412806320422
ENSG00000004777	20.1996053457615	21.1536192491082	48.5417625384408	18.5683060964644	32.0600423686267	37.1441859226786	29.0411725961341	54.565113475384	62.1623892369827	56.4582485547943	28.6299448119054	34.6344744727611	44.4497295554577	31.550459785719	24.8442966636054	24.6984943028294
ENSG00000004779	6214.4832126799	4969.38248797018	5970.5565187008	6075.79373464823	4641.36151506759	4839.17006962599	6546.272715738	4882.51936635039	4073.72954229142	5498.30988479316	4795.64593768905	5934.92281720109	6009.3276341981	4879.26518872556	4691.82492649551	5447.73137885714
ENSG00000004799	4099.86382898566	22532.9834397752	5888.89806216469	11666.2511177032	16444.4715292297	17109.6208731342	5916.54807134526	18490.0677605178	3176.58198611113	17366.5370065479	16359.756444205	2020.18225914127	8736.50456892752	7538.21957499889	2780.36342373941	21797.0105582958
ENSG00000004864	198.923038251793	238.583985637607	249.031881174211	255.247550680641	242.834612314153	262.236598480067	231.422892527515	236.949127438016	247.34582754727	191.996134895233	208.735746228914	276.136439492771	257.929200519184	217.186451607043	241.887355027492	243.542839640878
ENSG00000004866	509.769750148479	455.228923177347	451.322170706296	434.055106300325	420.213714198975	414.11118090166	446.261346151415	512.827675161525	409.289956943498	398.748053993378	413.869361386612	495.788708950847	500.30156114809	480.809464527291	392.031065322515	504.374849818258
ENSG00000004897	1621.50403892748	1810.53168570579	1372.0353956179	1755.46705583212	1638.2439931528	1350.75202075764	1193.36949157736	1407.3828517128	1322.90405118731	1285.99244163499	1350.8569059597	1420.97609232708	1124.83421063663	1511.66269799693	1346.49213026955	1503.05141896031
ENSG00000004961	1289.7547057095	1557.7013406368	1224.9385374445	1518.60082144975	1405.18712676305	1178.59599858158	1338.54223129001	1138.7009395992	1071.84163257882	1207.05491588484	1043.60232673673	1220.75420162257	1241.86029430955	1177.92241846359	1470.1960155529	1191.34320307006
ENSG00000004975	283.842288214441	207.637237687107	256.344527844058	223.12480292043	253.645704975369	268.325993581893	285.17538736235	360.13960540636	319.65421455254	319.485683359486	326.74302289415	295.39561802807	284.604220593273	313.43539343411	269.103413850707	315.772312897323
ENSG00000005007	876.411846539163	775.013305848276	703.436168003345	749.3006526876	781.683254850599	1256.90788058223	1137.35848268244	1299.65989019677	1057.42224427617	1374.65378724604	1235.67016890619	1009.14053203888	842.015240510715	1161.61136057033	1152.47553915173	1155.3747457678
ENSG00000005020	88.4173123483897	98.6597415702809	124.113189089873	97.5310456087129	152.022087277571	134.471743854162	54.6197073579523	67.7741719888418	103.524248771385	96.5977229363529	98.8078966295847	60.9304071086807	156.879674834616	65.2495386469197	122.773916608478	94.2245151920333
ENSG00000005022	1963.05222717797	3067.6465847818	2011.70742612287	1787.11587011707	2287.38672538259	2920.69067414561	2039.54595091682	1598.13073716193	1514.23098662504	2026.2684764566	1648.39632382526	3252.97840891509	2154.59152127596	1716.85692446131	2310.08433967504	1624.44030943517
ENSG00000005059	48.5520066716335	43.4184508678366	105.816730930367	41.4928874246506	74.0329303248466	51.0303233737136	51.7291227957297	30.3287648486238	69.4989174305191	52.8951762398235	51.8339105797849	88.1232612746192	55.4987423803421	30.0980028463435	64.5085441963485	40.1274364484415
ENSG00000005075	849.388882185482	677.229923738912	904.432797890889	599.073684101118	655.641661425559	805.392249463338	1034.87170037969	1144.47653289799	702.115021429791	862.029663245679	976.00047099089	888.581853385843	1085.74626821353	806.730448593726	709.967875901642	900.918184460823
ENSG00000005100	285.205107590208	274.994101982405	291.864165096293	346.200634659302	276.241975522513	242.511111390628	321.923818075229	232.717169992524	292.498033114116	279.060586618888	284.305007543375	254.968823436575	236.157693007843	268.179644115598	263.827356402565	291.219223755754
ENSG00000005102	467.463443189917	475.350139739579	339.003110806442	336.981550285948	443.30805990377	544.973260169638	311.43632526074	285.28318207799	396.889596718084	316.602503105923	396.467027875713	449.226620774049	397.243422522491	410.295890156086	484.132703755891	451.080359115669
ENSG00000005108	49.5668203551413	42.5315060566078	64.4956356011069	53.7945870689482	75.9221289562957	74.7469710927428	20.5497615374663	64.6553065621551	117.706898218274	22.9420657158408	74.553562819372	82.2299828545395	39.4644883025788	56.1119329279523	81.5619048333427	48.3169011394089
ENSG00000005156	426.068650931222	334.367741478557	330.620508446302	363.788226479984	315.773871700494	414.910924767108	398.095132238315	415.356048575806	308.028772776581	422.266739876847	350.497326830672	410.914388037607	335.538916367938	429.479701096253	389.123369772295	449.661498049297
ENSG00000005175	768.902166879258	673.753913336916	633.992711013158	594.56005545507	700.783455613178	622.402935384483	503.375132973724	397.563553141128	506.386682126683	613.189159832163	529.845078684788	624.970533120826	546.367895268226	648.776707853203	601.67794421839	691.514858976969
ENSG00000005187	162.663087997026	237.764330122841	225.318795941299	212.727640064513	342.445126831573	124.851782288137	254.687445965133	201.629751390962	150.17849447809	210.052437136448	154.006613440527	193.04948088303	165.99363366553	256.995379626407	169.102726896821	189.423776952816
ENSG00000005189	134.200376894109	135.595032030424	130.966032122849	159.075240286259	123.844640019075	124.334177242683	125.570889080053	123.081540089538	97.7041084298035	93.2477156077264	136.765074918944	135.083927433755	134.273071927647	148.595570254677	75.9569254292094	129.075127808102
ENSG00000005194	985.438836315004	1453.63579521198	1005.18501302895	1000.56601840569	1206.00274319854	1251.67431641504	1189.11430888312	757.333223673114	888.76574371026	851.870779095897	1010.02071144059	1407.7100261492	1165.57834919999	994.136940527039	1090.8373732002	1012.17633295657
ENSG00000005206	86.2700561131608	52.8692604776122	119.722548070635	49.5486481465541	82.0272187020178	145.88911490117	118.978062672423	221.893852359273	225.992871857254	215.926575534055	156.763069926192	107.203972767684	108.427096569784	113.907937673958	171.147117098653	188.898199601228
ENSG00000005238	433.522262779795	511.690066033024	366.34093729296	484.456913989372	503.511671301279	621.852421723595	482.547332916893	455.458623836496	520.345659365816	467.583720691641	474.454501025888	601.535621469853	605.151389360216	434.87561470075	576.278744178123	473.174923694622
ENSG00000005243	352.734967137758	444.312181757186	465.870508656548	466.381337692833	467.595074410717	482.121594487179	463.36975539494	465.439947440679	404.720475349332	357.357866151502	373.883988529804	477.173469080471	536.208340370688	443.566675047153	448.527517863736	350.335809765418
ENSG00000005249	1004.01765675742	1065.44723032541	928.669604453829	1132.0546108121	1208.08647834398	829.430859181543	593.691625720861	618.562687379851	926.221608039286	808.386640012509	716.012982934709	755.667166762141	895.682915688691	834.53132689102	973.60017950503	711.231499298343
ENSG00000005302	271.688517370806	318.156783792824	302.033520148545	317.074213884353	316.225719845841	340.397955337768	267.983541028616	200.482566985979	383.745205483064	292.700065727538	268.658100942162	345.54748073648	253.233586637632	270.105820593624	311.844636668635	311.918721335672
ENSG00000005339	706.093160427161	671.883884492786	644.687049212505	679.782042976962	706.25413453849	825.282867578016	743.413392192342	1300.33911784124	841.281166615431	873.712007461141	964.061687220833	607.311732999257	605.375851572386	1048.70441117353	823.45522885894	921.124736498344
ENSG00000005379	350.766260287624	225.576289988209	371.624184835684	303.320552547444	315.318301338491	334.894092709726	489.010293653255	626.971275199415	483.701622871276	567.960012268509	485.762614580079	366.029597150003	362.312378314584	494.375673947876	344.669918561342	538.62618840154
ENSG00000005436	432.841148602537	390.752613527987	382.046857424102	407.256699967272	353.262097673128	270.979475654904	300.062703515495	475.215956469408	366.65013212797	304.125616717734	398.851509836215	229.906939155014	333.663501123608	307.50276248732	423.589349311697	373.603636128854
ENSG00000005448	23.6771372849618	20.800958824408	46.4160756907874	17.4658519124846	39.1001754912803	54.512981606343	31.6674412099287	33.2922847998798	34.0919307653348	35.7443858935074	32.5778765454093	45.5488490715481	64.3586801641648	20.6251736684513	44.4122231561076	46.4884392428603
ENSG00000005469	350.829507855308	249.63913647896	315.44970101798	381.944364447277	276.612311223631	261.802431871997	232.427838272783	222.625695150784	273.104090277324	274.351308003962	264.411224207126	241.431475064491	286.877288913797	243.869274823405	235.909140424378	315.231980898004
ENSG00000005471	272.013808421693	292.282956000384	212.918749375424	239.802706230193	211.337922760754	138.201568555158	348.404601892056	185.415183653235	279.836493389537	207.542377772913	227.356125278351	165.679764772642	187.124643509989	321.474547179664	236.368948999052	245.637515967024
ENSG00000005483	865.376362701018	1034.87741677188	902.238179015399	858.170766588584	1042.32751439037	871.980104260877	904.277819612077	1175.24390994832	981.326959564338	874.153733605706	966.432382892112	989.178903384763	910.298558742361	1053.22881493276	1003.30102370961	818.533190506559
ENSG00000005486	323.374903956835	359.414071013794	361.996853185079	286.643192499319	405.674093728282	473.86749621099	484.685956920672	652.670394191246	456.772420251766	518.488743217673	508.499101751778	407.258169289635	565.578322831456	429.424896012556	422.233358378103	416.191662895024
ENSG00000005700	2395.00527722608	2868.3479004974	1880.47958097287	2546.91542660771	2780.31944944876	1973.84093315215	1794.86177927331	1660.56814264464	1995.80242522191	2116.58836274762	1809.2719113186	2238.74248292507	1609.01066262901	2270.47485408868	2532.57418111525	2231.78711634748
ENSG00000005801	263.370292617719	278.624969310056	303.995100517066	269.484161190219	296.702723397332	250.222813508737	253.423359521677	226.616069573961	273.46376927999	267.959276802431	235.403890941928	269.703387199715	274.789065405679	247.605413621197	256.943526763263	280.629482149493
ENSG00000005810	1145.13886183099	1243.81470830894	917.265742352558	1314.70847978946	1393.90045297124	1117.22625956262	1090.50502039418	1339.24375143741	1065.85662071426	1184.75191949877	1141.27168715987	1193.15633041853	881.925940438055	1434.42151080195	1199.0101270481	1340.76888452448
ENSG00000005812	1095.48544098104	1065.51823325856	1129.56965433215	1193.85712007735	1185.41122356698	791.542894596269	751.129123709861	779.308440936281	1056.65698971551	948.951546853926	839.552170029431	791.977051419051	707.872037461119	986.489491609227	1032.71975759124	877.776854406236
ENSG00000005844	46.9816613981878	40.7284552230222	66.9668044305179	30.2848006667299	15.5326765042857	128.684540607528	63.1392169880361	50.1362317449298	62.7983664903686	35.9738026688338	80.8403718653117	23.6046479256761	75.4535239562518	51.8193225175029	75.2870229157491	56.5486384944016
ENSG00000005882	2125.92211844938	2086.95797540607	1733.58957512839	2370.47554765144	2059.26134104083	2755.23161878431	2894.05081155653	3443.36244216363	1800.69322469895	2720.09773101003	2907.5612111757	2217.5280659003	2216.13781261835	2880.80245540304	2069.68039770822	2925.6288898941
ENSG00000005884	304.213245409133	276.964581731587	452.802851169224	254.889377202446	412.230078016415	494.683417844963	338.670463535127	393.992078036434	416.183760549858	330.306897625587	413.755466763762	682.837801711096	383.53480408689	337.145837211551	422.629677029271	287.516251349288
ENSG00000005889	850.468714350398	651.516006614786	535.360085087816	672.233125214683	535.219907661547	494.589456988	474.982659539014	741.329594760978	551.292926585982	509.433563383608	601.352649529422	593.881134481782	462.675131835165	678.62486372036	570.578091357687	589.654495782992
ENSG00000005893	1765.68958810011	2149.60665898914	1736.59130988897	1943.52711055415	1703.63020856808	1571.91145385812	1383.22453557707	1604.46828343922	1627.94882663478	1528.64372121656	1512.61967383251	1455.69646032917	1338.31010901879	1599.63606933196	1646.57437114336	1424.09544670403
ENSG00000005981	81.0486982550978	110.432496697496	133.861163184182	282.435650962001	102.660156419777	139.036696592619	182.515026049107	131.421049620084	207.092049581745	130.334596450546	130.656945247333	75.480230122334	130.019876142991	224.949914181151	76.4211609743041	149.128041237087
ENSG00000006007	2974.97555545079	3287.35900077748	2120.66497148551	3443.5222797364	3179.34285259414	2742.50675782091	2657.83731985038	1900.21932685532	2023.17966238097	2858.9386477412	2536.67755358179	2467.30320276012	2282.23366526292	2764.42129165468	2803.30803667872	3003.17413514785
ENSG00000006015	118.717559332801	72.5078773008444	91.1265649869992	50.5374260599387	72.5113654439562	131.303007310844	166.148971755926	200.958181892855	143.110608809404	183.968035744357	201.887456168485	144.459800686924	185.481833698095	112.822025219823	116.040846696979	165.480601295917
ENSG00000006016	32.923855713077	18.8377988220572	20.0937392352765	6.23168938752125	39.53331003312	42.4079508831106	44.5542327247724	24.5827231214507	36.3360362346492	60.1326477432297	42.4177954751078	139.30217522281	87.6609628215879	17.4795548002372	51.8738348652078	40.6969955229449
ENSG00000006025	75.0085622865034	52.9382191642324	81.0135111399245	35.5494724328607	62.5057801865166	84.5195407651787	61.6816802529887	89.0615730210772	159.802384829545	94.4336251123698	112.51984038234	87.5540387410226	86.1328968965823	87.2127529636961	81.2905089696436	64.5263724245809
ENSG00000006042	342.958869341447	152.769336844095	456.059986893688	204.197824123753	293.291801090057	251.652725355103	176.649827230023	383.640027050318	145.839392258037	250.894981118499	310.891211263135	224.858111919575	200.407565819233	392.191373696339	175.76614622051	285.891335995403
ENSG00000006047	21.0177071025172	18.1471149500435	34.23772159637	28.0476287813035	19.0039876791461	21.3075605417876	34.9589910265738	42.635891980548	61.4265069201911	27.6149664783589	25.1933957685039	38.1119046742845	21.9096263126296	29.304175279392	23.6454712366918	30.1109176303157
ENSG00000006062	272.297941259418	228.003505945809	306.57224653149	223.54690369068	226.169426185662	341.14661531462	356.810856163671	398.032387237215	379.386638101092	381.781271131454	398.995029266844	272.846649967605	285.1431498726	385.677426930882	308.060935633753	301.755481255054
ENSG00000006071	27.9242495122846	52.4692944480911	49.2063534720613	71.0482578000172	63.5733835471367	74.1684901905865	58.5673367425811	118.046229385204	99.8173345544587	51.0743913057656	72.5722688385072	59.2255252637763	37.9397695944497	67.3621153682302	95.0045293727919	57.0048583476177
ENSG00000006118	55.1717860800946	29.7229483409868	72.9105738222389	25.720941195495	56.5017888169236	117.319397066828	78.2569827218123	112.647800625032	134.144255585934	92.9055853996181	115.55900820431	110.302466575906	149.803371982053	88.5313062600232	86.6711445092483	82.0594759886573
ENSG00000006125	4109.76992361564	4701.14244488916	3982.06783443291	4601.52701542906	4158.24712723774	4495.28454315458	4594.61067114051	4356.32531883291	3206.29996083632	3865.46247818745	4157.92948021475	3907.88145204436	3722.84319761832	4611.85798762305	3718.42368275366	4930.74382473898
ENSG00000006194	265.828275479421	232.275069840964	370.987726879463	215.106819987835	253.964101164031	256.790029607768	272.006952161714	272.079193949762	245.33693178967	239.076361143773	243.412259541956	259.173305957595	302.065558748321	281.559053278363	242.63474062486	268.075365633252
ENSG00000006210	1884.06278194149	452.34366936814	610.947336937324	315.220666059868	521.660332114483	638.538197693373	485.280002374124	963.83095983841	616.156787339257	714.692038316928	1022.26421900472	655.455219994248	1142.48832378582	748.372098766572	722.516947860607	1233.92509983449
ENSG00000006282	2385.418389715	1331.32334887418	625.054154049794	1388.95498521725	2166.97809674222	557.404983698216	1406.79842197748	2524.91948718448	2516.3603623767	2448.99646834266	2570.33760145388	1707.56093755217	1738.47135465683	1791.68684613881	1118.82900870987	2190.55739137496
ENSG00000006327	319.022813471311	1635.6215937521	314.030558833381	132.457487758291	1067.43925604576	962.803404542468	394.478826643123	439.9204783326	210.970007387362	523.123298118454	323.823497786157	1447.63842172771	1060.13937919905	241.717790531794	1051.87563613598	307.857798782187
